Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9360];297;1;296;293;40;134;136;none;[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;2858.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9361];312;1;312;305;40;128;131;none;[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];0;3788.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9362];312;1;312;313;40;128;127;none;[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0];[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0];0;2894.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9363];296;1;297;305;40;135;131;none;[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];0;3021.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9364];296;1;297;297;40;135;134;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1];0;2685.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9365];265;1;265;300;40;150;133;none;[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0];[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0];0;3212.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9366];328;1;328;325;40;121;123;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0];0;3017.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9367];281;1;280;275;40;142;145;none;[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1];[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1];0;3054.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9368];234;1;234;240;40;170;166;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];0;2917.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9369];296;1;297;295;40;135;135;none;[0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];[0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];0;3973.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9370];265;1;265;262;40;150;152;none;[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0];[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0];0;3480.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9371];250;1;250;258;40;160;155;none;[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1];[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1];0;3240.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9372];234;1;234;250;40;170;160;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1];0;3462.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9373];250;1;250;258;40;160;155;none;[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0];[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0];0;3201.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9374];281;1;281;288;40;142;138;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1];0;3094.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9375];249;1;249;248;40;160;161;none;[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0];[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0];0;2857.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9376];281;1;281;288;40;142;138;none;[1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1];[1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1];0;3349.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9377];312;1;312;307;40;128;130;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0];0;3230.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9378];281;1;281;285;40;142;140;none;[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];0;3216.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9379];296;1;296;293;40;135;136;none;[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0];[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0];0;3046.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9380];297;1;297;288;40;134;138;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0];0;338.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9381];296;1;296;297;40;135;134;none;[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1];[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1];0;3091.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9382];328;1;328;322;40;121;124;none;[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1];0;3530.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9383];296;1;296;323;40;135;123;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0];[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0];0;3318.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9384];281;1;281;280;40;142;142;none;[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1];[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1];0;3881.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9385];234;1;234;247;40;170;161;none;[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];0;3528.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9386];265;1;265;277;40;150;144;none;[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1];[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1];0;3533.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9387];265;1;265;267;40;150;149;none;[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1];[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1];0;3201.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9388];297;1;296;295;40;134;135;none;[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];0;3123.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9389];280;1;281;282;40;142;141;none;[1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1];[1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1];0;3080.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9390];266;1;265;270;40;150;148;none;[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1];[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1];0;3223.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9391];249;1;250;252;40;160;158;none;[1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0];[1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0];0;3114.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9392];296;1;296;295;40;135;135;none;[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0;2966.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9393];328;1;328;333;40;121;120;none;[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1];[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1];0;2896.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9394];312;1;312;305;40;128;131;none;[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1];[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1];0;3313.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9395];296;1;296;313;40;135;127;none;[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1];[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1];0;3097.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9396];343;1;343;345;40;116;115;none;[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;3526.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9397];297;1;297;300;40;134;133;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1];0;2938.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9398];296;1;296;298;40;135;134;none;[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1];[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1];0;3253.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9399];312;1;312;300;40;128;133;none;[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1];[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1];0;3220.0;Unknown operation
