Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9360];31;1;31;22;20;645;909;none;[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0];[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0];0;2897.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9361];16;1;16;18;20;1250;1111;none;[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];0;3339.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9362];16;1;16;20;20;1250;1000;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0];[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0];0;2857.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9363];16;1;16;22;20;1250;909;none;[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0];[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0];0;2797.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9364];15;1;15;20;20;1333;1000;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1];0;2625.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9365];16;1;16;23;20;1250;869;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1];0;3037.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9366];15;1;15;27;20;1333;740;none;[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1];[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1];0;3010.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9367];31;1;31;25;20;645;800;none;[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1];0;3028.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9368];16;1;16;23;20;1250;869;none;[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1];[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1];0;2750.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9369];31;1;31;25;20;645;800;none;[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0];[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0];0;3864.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9370];31;1;31;22;20;645;909;none;[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1];[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1];0;3390.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9371];16;1;16;20;20;1250;1000;none;[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;2930.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9372];31;1;31;27;20;645;740;none;[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0];[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;3243.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9373];31;15;16;27;20;645;740;none;[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1];[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1];0;2808.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9374];32;16;15;27;20;625;740;none;[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1];[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1];0;2710.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9375];15;1;16;32;20;1333;625;none;[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1];[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1];0;2940.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9376];16;1;16;20;20;1250;1000;none;[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1];[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1];0;3388.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9377];31;1;31;22;20;645;909;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0];[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0];0;2897.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9378];16;1;15;22;20;1250;909;none;[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;3372.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9379];31;1;32;22;20;645;909;none;[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1];0;2673.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9380];31;1;31;22;20;645;909;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;364.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9381];16;1;15;20;20;1250;1000;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0];0;3512.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9382];31;1;32;30;20;645;666;none;[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1];0;3543.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9383];31;1;31;20;20;645;1000;none;[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1];[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1];0;3041.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9384];16;1;15;23;20;1250;869;none;[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0];[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0];0;3657.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9385];31;1;32;25;20;645;800;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1];[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1];0;3542.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9386];15;1;15;17;20;1333;1176;none;[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0];[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0];0;3035.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9387];32;1;31;25;20;625;800;none;[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1];0;3380.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9388];15;1;16;25;20;1333;800;none;[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1];[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1];0;2958.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9389];15;1;16;25;20;1333;800;none;[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1];[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1];0;2791.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9390];32;1;31;28;20;625;714;none;[0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0];[0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0];0;3166.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9391];31;1;31;30;20;645;666;none;[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0];0;3065.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9392];31;16;16;28;20;645;714;none;[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0];[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0];0;3173.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9393];16;1;15;20;20;1250;1000;none;[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1];[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1];0;2863.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9394];31;1;31;43;20;645;465;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1];0;3350.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9395];31;1;32;42;20;645;476;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1];0;2802.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9396];31;1;31;27;20;645;740;none;[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0];[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0];0;3300.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9397];16;1;15;32;20;1250;625;none;[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];0;2765.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9398];31;1;32;25;20;645;800;none;[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0];[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0];0;2897.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.1];Knapsack [file=knap_30.inst.dat,id=9399];16;1;15;18;20;1250;1111;none;[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1];[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1];0;3012.0;Unknown operation
