Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9363];32;1;31;27;20;625;740;none;[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1];[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1];0;2598.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9364];15;1;16;23;20;1333;869;none;[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;2565.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9365];31;1;31;30;20;645;666;none;[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1];[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1];0;2775.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9366];16;1;15;33;20;1250;606;none;[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1];[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1];0;3074.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9367];15;1;16;28;20;1333;714;none;[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1];[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1];0;3320.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9368];47;16;31;37;20;425;540;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0];0;2907.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9369];47;15;31;42;20;425;476;none;[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0];[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0];0;3737.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9370];31;1;31;27;20;645;740;none;[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1];[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1];0;2936.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9371];16;1;16;28;20;1250;714;none;[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1];[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1];0;3514.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9372];31;1;31;27;20;645;740;none;[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1];[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1];0;3162.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9373];31;1;31;30;20;645;666;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0;2942.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9374];31;1;31;28;20;645;714;none;[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1];[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1];0;2603.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9375];31;1;32;33;20;645;606;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1];0;2902.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9376];16;1;15;33;20;1250;606;none;[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0;2772.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9377];31;1;31;32;20;645;625;none;[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0];[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0];0;3022.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9378];31;1;32;30;20;645;666;none;[0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;3201.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9379];32;1;31;28;20;625;714;none;[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1];[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1];0;2857.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9380];31;1;31;25;20;645;800;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];0;338.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9381];31;1;31;33;20;645;606;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0];0;3262.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9382];31;1;31;30;20;645;666;none;[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1];[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1];0;3308.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9383];31;1;32;32;20;645;625;none;[1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1];[1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1];0;3205.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9384];32;1;31;33;20;625;606;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1];0;3570.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9385];46;1;47;35;20;434;571;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1];0;3355.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9386];32;1;31;38;20;625;526;none;[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1];[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1];0;3330.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9387];31;1;31;32;20;645;625;none;[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0];[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0];0;3261.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9388];47;16;31;42;20;425;476;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1];[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1];0;3171.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9389];31;1;31;27;20;645;740;none;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1];[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1];0;2699.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9390];31;1;32;30;20;645;666;none;[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0];[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0];0;2662.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9391];31;1;31;30;20;645;666;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0];0;3011.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9392];31;1;31;20;20;645;1000;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1];0;2731.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9393];32;1;31;30;20;625;666;none;[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0];0;2782.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9394];31;1;31;32;20;645;625;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0];0;3217.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9395];31;1;32;30;20;645;666;none;[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];0;2960.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9396];31;1;31;35;20;645;571;none;[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1];[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1];0;3596.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9397];31;1;31;30;20;645;666;none;[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1];[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1];0;2991.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9398];32;1;31;25;20;625;800;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0];0;2947.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.4];Knapsack [file=knap_30.inst.dat,id=9399];31;1;31;27;20;645;740;none;[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1];[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1];0;3502.0;Unknown operation
